,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,1.0,0.7523370822792165,0.7576188379423704,0.7512378446754935,0.7478171583464799,0.7317104261919989,0.7398052916878294,0.7431866865355305,0.7383047997364669,0.7398321568024693
sample02.functional,0.7523370822792165,1.0,0.7626792083901005,0.7563127460585988,0.7550504819341045,0.7404668913030038,0.7402681909735849,0.745602861189492,0.7397845482534121,0.7402068824164119
sample03.functional,0.7576188379423704,0.7626792083901005,1.0,0.7662309598904815,0.7582030061301308,0.7424197465203,0.7456929242647663,0.7510314497583156,0.7452125697406401,0.7456344443487588
sample04.functional,0.7512378446754935,0.7563127460585988,0.7662309598904815,1.0,0.7518103310944628,0.7358315585704325,0.739121001270524,0.7470370370931944,0.7386361401383441,0.7390588435921844
sample05.functional,0.7478171583464799,0.7550504819341045,0.7582030061301308,0.7518103310944628,1.0,0.7409292844192203,0.742236252129342,0.7495881125609585,0.7484858295105594,0.7354713582156975
sample06.pathological,0.7317104261919989,0.7404668913030038,0.7424197465203,0.7358315585704325,0.7409292844192203,1.0,0.7741899302807738,0.7642473210220314,0.784918263831736,0.7740227648369267
sample07.pathological,0.7398052916878294,0.7402681909735849,0.7456929242647663,0.739121001270524,0.742236252129342,0.7741899302807738,1.0,0.7855419093836739,0.7859754115771521,0.778858662262932
sample08.pathological,0.7431866865355305,0.745602861189492,0.7510314497583156,0.7470370370931944,0.7495881125609585,0.7642473210220314,0.7855419093836739,1.0,0.7945810626323273,0.8016826924783743
sample09.pathological,0.7383047997364669,0.7397845482534121,0.7452125697406401,0.7386361401383441,0.7484858295105594,0.784918263831736,0.7859754115771521,0.7945810626323273,1.0,0.7733622870150002
sample10.pathological,0.7398321568024693,0.7402068824164119,0.7456344443487588,0.7390588435921844,0.7354713582156975,0.7740227648369267,0.778858662262932,0.8016826924783743,0.7733622870150002,1.0
