,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,0.0,0.005354771147958681,0.005280757754848486,0.0053153224043147596,0.00546192004272783,0.005155229493037483,0.004960928764067729,0.004899173094839893,0.004940498878352462,0.005020471188948217
sample02.functional,0.005354771147958681,0.0,0.005308885194440727,0.005300918798771259,0.0052897631713838544,0.0049653021304181255,0.0049524699016433305,0.004891609166909339,0.004969830366432171,0.004959662193781189
sample03.functional,0.005280757754848486,0.005308885194440727,0.0,0.0051955800083933745,0.005401854108928572,0.0050981073240652375,0.004968907751722873,0.004876097757400055,0.004909585428439445,0.005028658860638302
sample04.functional,0.0053153224043147596,0.005300918798771259,0.0051955800083933745,0.0,0.005387451681311939,0.00511132423674332,0.0049803252553670685,0.0048605392397412794,0.004930354672625925,0.00504245614263954
sample05.functional,0.00546192004272783,0.0052897631713838544,0.005401854108928572,0.005387451681311939,0.0,0.00493665235511187,0.0049889139113492575,0.004901938704484965,0.004938028140024087,0.005046822500859194
sample06.pathological,0.005155229493037483,0.0049653021304181255,0.0050981073240652375,0.00511132423674332,0.00493665235511187,0.0,0.004133184905569354,0.004274703147673753,0.004049396235068947,0.004188550420497372
sample07.pathological,0.004960928764067729,0.0049524699016433305,0.004968907751722873,0.0049803252553670685,0.0049889139113492575,0.004133184905569354,0.0,0.003965835592922851,0.004005488821923864,0.004105437194797501
sample08.pathological,0.004899173094839893,0.004891609166909339,0.004876097757400055,0.0048605392397412794,0.004901938704484965,0.004274703147673753,0.003965835592922851,0.0,0.003838076187283934,0.0038398289362149285
sample09.pathological,0.004940498878352462,0.004969830366432171,0.004909585428439445,0.004930354672625925,0.004938028140024087,0.004049396235068947,0.004005488821923864,0.003838076187283934,0.0,0.004250290394278711
sample10.pathological,0.005020471188948217,0.004959662193781189,0.005028658860638302,0.00504245614263954,0.005046822500859194,0.004188550420497372,0.004105437194797501,0.0038398289362149285,0.004250290394278711,0.0
