,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,0.9999999999986866,0.9875606368760441,0.987692671631321,0.9875797026025851,0.9874264296302633,0.9882600351600612,0.988577851431754,0.9888714901223125,0.988654587048267,0.9884879393527494
sample02.functional,0.9875606368760441,0.9999999999981121,0.9876720807811111,0.9875840463140699,0.9876056718730023,0.9884961529192835,0.988519072446804,0.9888218109622943,0.988537922237912,0.9884812110335582
sample03.functional,0.987692671631321,0.9876720807811111,0.9999999999986963,0.9878887448674216,0.987549948306697,0.9883722260616711,0.9885733863543033,0.9889196342334945,0.988670379943806,0.9884834622705846
sample04.functional,0.9875797026025851,0.9875840463140699,0.9878887448674216,1.0000000000017673,0.987437748846003,0.9882675789806051,0.9884686496370706,0.9888952864463306,0.9885568904544645,0.9883787418286702
sample05.functional,0.9874264296302633,0.9876056718730023,0.987549948306697,0.987437748846003,1.0000000000010962,0.9885480582831425,0.9885378146462301,0.9889049582653139,0.9887580220948355,0.9883468842870781
sample06.pathological,0.9882600351600612,0.9884961529192835,0.9883722260616711,0.9882675789806051,0.9885480582831425,1.0000000000018332,0.9907326312232247,0.9905680135300671,0.9910370166424461,0.9906584807249424
sample07.pathological,0.988577851431754,0.988519072446804,0.9885733863543033,0.9884686496370706,0.9885378146462301,0.9907326312232247,1.0000000000000655,0.9911759212538879,0.9911173382366241,0.9907591061151877
sample08.pathological,0.9888714901223125,0.9888218109622943,0.9889196342334945,0.9888952864463306,0.9889049582653139,0.9905680135300671,0.9911759212538879,0.9999999999971771,0.9915398723496587,0.9915811616743192
sample09.pathological,0.988654587048267,0.988537922237912,0.988670379943806,0.9885568904544645,0.9887580220948355,0.9910370166424461,0.9911173382366241,0.9915398723496587,0.9999999999999137,0.99068093313117
sample10.pathological,0.9884879393527494,0.9884812110335582,0.9884834622705846,0.9883787418286702,0.9883468842870781,0.9906584807249424,0.9907591061151877,0.9915811616743192,0.99068093313117,1.0000000000007356
