,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,0.0,0.012439363123955882,0.012307328368678982,0.012420297397414903,0.01257357036973672,0.011739964839938777,0.011422148568245971,0.011128509877687542,0.01134541295173297,0.011512060647250633
sample02.functional,0.012439363123955882,0.0,0.012327919218888872,0.01241595368593007,0.0123943281269977,0.0115038470807165,0.011480927553195963,0.011178189037705732,0.011462077762087963,0.011518788966441762
sample03.functional,0.012307328368678982,0.012327919218888872,0.0,0.01211125513257838,0.012450051693303044,0.011627773938328922,0.011426613645696748,0.011080365766505507,0.011329620056193979,0.01151653772941541
sample04.functional,0.012420297397414903,0.01241595368593007,0.01211125513257838,0.0,0.012562251153997006,0.011732421019394867,0.011531350362929405,0.011104713553669376,0.011443109545535513,0.011621258171329751
sample05.functional,0.01257357036973672,0.0123943281269977,0.012450051693303044,0.012562251153997006,0.0,0.011451941716857483,0.01146218535376986,0.011095041734686117,0.011241977905164457,0.011653115712921935
sample06.pathological,0.011739964839938777,0.0115038470807165,0.011627773938328922,0.011732421019394867,0.011451941716857483,0.0,0.009267368776775253,0.00943198646993293,0.008962983357553855,0.009341519275057553
sample07.pathological,0.011422148568245971,0.011480927553195963,0.011426613645696748,0.011531350362929405,0.01146218535376986,0.009267368776775253,0.0,0.00882407874611213,0.008882661763375932,0.009240893884812307
sample08.pathological,0.011128509877687542,0.011178189037705732,0.011080365766505507,0.011104713553669376,0.011095041734686117,0.00943198646993293,0.00882407874611213,0.0,0.00846012765034132,0.0084188383256808
sample09.pathological,0.01134541295173297,0.011462077762087963,0.011329620056193979,0.011443109545535513,0.011241977905164457,0.008962983357553855,0.008882661763375932,0.00846012765034132,0.0,0.009319066868829995
sample10.pathological,0.011512060647250633,0.011518788966441762,0.01151653772941541,0.011621258171329751,0.011653115712921935,0.009341519275057553,0.009240893884812307,0.0084188383256808,0.009319066868829995,0.0
