,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,2457.275179768798,1920.7390673409125,1957.6842643691934,1894.7651160102143,1865.7513972756146,1775.8468932374583,1796.7369121753748,1789.9561462495262,1788.2475890830951,1801.4886396019926
sample02.functional,1920.7390673409125,2460.472026806349,1971.4519469670072,1909.939785388797,1880.9260666541961,1798.962771659801,1800.7735254726429,1805.1308156281077,1803.4222584616766,1805.52525289926
sample03.functional,1957.6842643691934,1971.4519469670072,2504.45215773847,1950.4946228915167,1917.1493355875925,1827.9667596443223,1837.7187225009247,1842.0760126563887,1840.3674554899592,1842.4704499275447
sample04.functional,1894.7651160102143,1909.939785388797,1950.4946228915167,2458.4168507487066,1854.2301872286134,1765.0476112853448,1774.799574141948,1782.0445766769635,1777.448307130984,1779.5513015685676
sample05.functional,1865.7513972756146,1880.9260666541961,1917.1493355875925,1854.2301872286134,2434.6041063143475,1754.8918633795993,1758.7418723728724,1767.2210894856898,1773.1904773796716,1749.8156547390781
sample06.pathological,1775.8468932374583,1798.962771659801,1827.9667596443223,1765.0476112853448,1754.8918633795993,2336.6846544144137,1763.901142459273,1719.9581786816689,1785.5949425034955,1746.715764857766
sample07.pathological,1796.7369121753748,1800.7735254726429,1837.7187225009247,1774.799574141948,1758.7418723728724,1763.901142459273,2344.560634896662,1777.6540807446497,1782.6315443732162,1768.6775344055134
sample08.pathological,1789.9561462495262,1805.1308156281077,1842.0760126563887,1782.0445766769635,1767.2210894856898,1719.9581786816689,1777.6540807446497,2353.3918178957274,1797.7273215720343,1806.681449766499
sample09.pathological,1788.2475890830951,1803.4222584616766,1840.3674554899592,1777.448307130984,1773.1904773796716,1785.5949425034955,1782.6315443732162,1797.7273215720343,2347.25139065645,1734.1228968856062
sample10.pathological,1801.4886396019926,1805.52525289926,1842.4704499275447,1779.5513015685676,1749.8156547390781,1746.715764857766,1768.6775344055134,1806.681449766499,1734.1228968856062,2337.8404049848455
