,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,0.0,0.6615949233793501,0.6493848211208391,0.676897703251161,0.6887618654630977,0.7195790476026958,0.7091397361248405,0.7150735820773751,0.7147077327664874,0.7048147994950521
sample02.functional,0.6615949233793501,0.0,0.6415870275876382,0.6684702921025211,0.6804294288798628,0.7067362666906266,0.7074537251332118,0.7068842787577357,0.7065027621077513,0.7031178107687138
sample03.functional,0.6493848211208391,0.6415870275876382,0.0,0.6541117330279278,0.6687304829557483,0.6990927531057494,0.6951419373819436,0.6946087339604867,0.6941952420707245,0.6907360856948963
sample04.functional,0.676897703251161,0.6684702921025211,0.6541117330279278,0.0,0.6958202243063896,0.7260507613300033,0.7221507801822546,0.7198988078960297,0.7212102061359056,0.7179235007006654
sample05.functional,0.6887618654630977,0.6804294288798628,0.6687304829557483,0.6958202243063896,0.0,0.7269663956496004,0.7264509108636303,0.7234715912685536,0.7186701763509796,0.7301365582990882
sample06.pathological,0.7195790476026958,0.7067362666906266,0.6990927531057494,0.7260507613300033,0.7269663956496004,0.0,0.701990813015504,0.7301365078450973,0.6892960635228779,0.710867038339348
sample07.pathological,0.7091397361248405,0.7074537251332118,0.6951419373819436,0.7221507801822546,0.7264509108636303,0.701990813015504,0.0,0.6974531220522853,0.6929782657364667,0.6993449845981378
sample08.pathological,0.7150735820773751,0.7068842787577357,0.6946087339604867,0.7198988078960297,0.7234715912685536,0.7301365078450973,0.6974531220522853,0.0,0.6857312514400498,0.6778765150346718
sample09.pathological,0.7147077327664874,0.7065027621077513,0.6941952420707245,0.7212102061359056,0.7186701763509796,0.6892960635228779,0.6929782657364667,0.6857312514400498,0.0,0.7207298456462088
sample10.pathological,0.7048147994950521,0.7031178107687138,0.6907360856948963,0.7179235007006654,0.7301365582990882,0.710867038339348,0.6993449845981378,0.6778765150346718,0.7207298456462088,0.0
