0.00000000,0.25333077,0.24923661,0.25646804,0.25957879,0.25850574,0.25478323,0.25264672,0.25416419,0.25460182
0.25509859,0.00000000,0.24743334,0.25465959,0.25721131,0.25532485,0.25472011,0.25144935,0.25278058,0.25457487
0.25041262,0.24684158,0.00000000,0.24900271,0.25308932,0.25201139,0.25003460,0.24677556,0.24809586,0.24988930
0.25476689,0.25119041,0.24612620,0.00000000,0.25744001,0.25636417,0.25438707,0.25032200,0.25244856,0.25424233
0.25880123,0.25466518,0.25113447,0.25836321,0.00000000,0.25699744,0.25632072,0.25199926,0.25036964,0.25827451
0.24218873,0.23722836,0.23450364,0.24174146,0.24145120,0.00000000,0.22291108,0.22655214,0.21721916,0.22468547
0.24028424,0.23845117,0.23435370,0.24159054,0.24260186,0.22474026,0.00000000,0.21938747,0.21905442,0.22384211
0.23529647,0.23232769,0.22824137,0.23467250,0.23542742,0.22552992,0.21653443,0.00000000,0.21074267,0.21132328
0.23728670,0.23413196,0.23003493,0.23727239,0.23426742,0.21666911,0.21667484,0.21121688,0.00000000,0.22332118
0.23546332,0.23366606,0.22956776,0.23680657,0.23991883,0.22187252,0.21919958,0.20953300,0.22105806,0.00000000
