0.00000000,0.25421468,0.24982462,0.25561746,0.25919001,0.25034724,0.24753374,0.24397159,0.24572544,0.24503257
0.25421468,0.00000000,0.24713746,0.25292500,0.25593824,0.24627661,0.24658564,0.24188852,0.24345627,0.24412046
0.24982462,0.24713746,0.00000000,0.24756446,0.25211190,0.24325752,0.24219415,0.23750846,0.23906539,0.23972853
0.25561746,0.25292500,0.24756446,0.00000000,0.25790161,0.24905281,0.24798880,0.24249725,0.24486047,0.24552445
0.25919001,0.25593824,0.25211190,0.25790161,0.00000000,0.24922432,0.24946129,0.24371334,0.24231853,0.24909667
0.25034724,0.24627661,0.24325752,0.24905281,0.24922432,0.00000000,0.22382567,0.22604103,0.21694413,0.22327900
0.24753374,0.24658564,0.24219415,0.24798880,0.24946129,0.22382567,0.00000000,0.21796095,0.21786463,0.22152085
0.24397159,0.24188852,0.23750846,0.24249725,0.24371334,0.22604103,0.21796095,0.00000000,0.21097978,0.21042814
0.24572544,0.24345627,0.23906539,0.24486047,0.24231853,0.21694413,0.21786463,0.21097978,0.00000000,0.22218962
0.24503257,0.24412046,0.23972853,0.24552445,0.24909667,0.22327900,0.22152085,0.21042814,0.22218962,0.00000000
