0.00000000,0.39754823,0.39244713,0.39713270,0.40021631,0.38282737,0.37669888,0.36766373,0.37371973,0.37636440
0.39754823,0.00000000,0.38818974,0.39287245,0.39459945,0.37640110,0.37525922,0.36510668,0.37176935,0.37496075
0.39244713,0.38818974,0.00000000,0.38423255,0.39085561,0.37346025,0.37015182,0.35999751,0.36666147,0.36985318
0.39713270,0.39287245,0.38423255,0.00000000,0.39554308,0.37815134,0.37484336,0.36308579,0.37135352,0.37454486
0.40021631,0.39459945,0.39085561,0.39554308,0.00000000,0.37596215,0.37396386,0.36257587,0.36390025,0.37763332
0.38282737,0.37640110,0.37346025,0.37815134,0.37596215,0.00000000,0.32733595,0.32651413,0.31752663,0.32774777
0.37669888,0.37525922,0.37015182,0.37484336,0.37396386,0.32733595,0.00000000,0.31349197,0.31579893,0.32420221
0.36766373,0.36510668,0.35999751,0.36308579,0.36257587,0.32651413,0.31349197,0.00000000,0.30393181,0.30348842
0.37371973,0.37176935,0.36666147,0.37135352,0.36390025,0.31752663,0.31579893,0.30393181,0.00000000,0.32307595
0.37636440,0.37496075,0.36985318,0.37454486,0.37763332,0.32774777,0.32420221,0.30348842,0.32307595,0.00000000
