0.00000000,0.16091780,0.16028054,0.16676138,0.16958501,0.16705638,0.16470534,0.16600940,0.16497630,0.16307755
0.16091780,0.00000000,0.15729628,0.16393840,0.16684423,0.16334501,0.16303166,0.16318703,0.16215889,0.16140758
0.16028054,0.15729628,0.00000000,0.16289672,0.16629150,0.16359787,0.16239467,0.16256252,0.16152327,0.16077212
0.16676138,0.16393840,0.16289672,0.00000000,0.17276892,0.17008239,0.16887685,0.16871775,0.16800244,0.16725252
0.16958501,0.16684423,0.16629150,0.17276892,0.00000000,0.17091575,0.17041559,0.17005027,0.16701941,0.17024200
0.16705638,0.16334501,0.16359787,0.17008239,0.17091575,0.00000000,0.15749758,0.16293320,0.15428990,0.15838454
0.16470534,0.16303166,0.16239467,0.16887685,0.17041559,0.15749758,0.00000000,0.15696190,0.15499319,0.15613254
0.16600940,0.16318703,0.16256252,0.16871775,0.17005027,0.16293320,0.15696190,0.00000000,0.15378593,0.15238210
0.16497630,0.16215889,0.16152327,0.16800244,0.16701941,0.15428990,0.15499319,0.15378593,0.00000000,0.15903622
0.16307755,0.16140758,0.16077212,0.16725252,0.17024200,0.15838454,0.15613254,0.15238210,0.15903622,0.00000000
