0.00000000,0.39828838,0.39323843,0.39794857,0.40223969,0.39793278,0.39272155,0.38768150,0.39064435,0.39325701
0.39680809,0.00000000,0.38824052,0.39294807,0.39588326,0.39077158,0.39054197,0.38438556,0.38795438,0.39111349
0.39165584,0.38813896,0.00000000,0.38425703,0.39208916,0.38778265,0.38538859,0.37923145,0.38280071,0.38596015
0.39631682,0.39279683,0.38420806,0.00000000,0.39675125,0.39244451,0.39005081,0.38229155,0.38746333,0.39062231
0.39819293,0.39331564,0.38962206,0.39433491,0.00000000,0.38904765,0.38796233,0.38057156,0.37880719,0.39249812
0.36772197,0.36203062,0.35913786,0.36385816,0.36287665,0.00000000,0.32824978,0.33142421,0.31934312,0.32953323
0.36067621,0.35997647,0.35491504,0.35963590,0.35996538,0.32642211,0.00000000,0.31749147,0.31670115,0.32507399
0.34764595,0.34582780,0.34076357,0.34388002,0.34458018,0.32160404,0.30949246,0.00000000,0.30083278,0.30035893
0.35679512,0.35558431,0.35052222,0.35524371,0.34899330,0.31571014,0.31489671,0.30703084,0.00000000,0.32304600
0.35947179,0.35880801,0.35374621,0.35846742,0.36276853,0.32596232,0.32333044,0.30661791,0.32310590,0.00000000
