,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,0.0,0.11529409958918159,0.11448584394061334,0.11524310330735231,0.11572732116890103,0.11223938521886379,0.11105562431021969,0.1097131867228775,0.11049776535434384,0.11116910618276521
sample02.functional,0.11529409958918159,0.0,0.11391916072769658,0.11467435808891353,0.11484563229346365,0.11112928402430906,0.11104577027490621,0.1094428102461349,0.11038848406863795,0.11115926725252342
sample03.functional,0.11448584394061334,0.11391916072769658,0.0,0.11306743727185795,0.11435379059846372,0.11082653199072041,0.11020650637349608,0.10859122825323446,0.10954425441943194,0.11032085363514703
sample04.functional,0.11524310330735231,0.11467435808891353,0.11306743727185795,0.0,0.115113736349099,0.11160865033257644,0.11099296884820717,0.10898735991039006,0.11033540110476167,0.11110651517499363
sample05.functional,0.11572732116890103,0.11484563229346365,0.11435379059846372,0.115113736349099,0.0,0.11100678596730103,0.11074498813043387,0.10881539647210219,0.10908470923230426,0.1116084798872155
sample06.pathological,0.11223938521886379,0.11112928402430906,0.11082653199072041,0.11160865033257644,0.11100678596730103,0.0,0.10003077924890857,0.10080601352689958,0.09778747658294362,0.10041961818883709
sample07.pathological,0.11105562431021969,0.11104577027490621,0.11020650637349608,0.11099296884820717,0.11074498813043387,0.10003077924890857,0.0,0.09793652575913951,0.09774352208674608,0.09998242508770433
sample08.pathological,0.1097131867228775,0.1094428102461349,0.10859122825323446,0.10898735991039006,0.10881539647210219,0.10080601352689958,0.09793652575913951,0.0,0.09548317735820808,0.09527289870003376
sample09.pathological,0.11049776535434384,0.11038848406863795,0.10954425441943194,0.11033540110476167,0.10908470923230426,0.09778747658294362,0.09774352208674608,0.09548317735820808,0.0,0.09984812448318219
sample10.pathological,0.11116910618276521,0.11115926725252342,0.11032085363514703,0.11110651517499363,0.1116084798872155,0.10041961818883709,0.09998242508770433,0.09527289870003376,0.09984812448318219,0.0
