,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,0.0,0.008422484764417447,0.008262606098428018,0.008512361331584986,0.008616331332222615,0.008223148180077786,0.008063281663840311,0.007947388101349817,0.008011396336066127,0.008034757302634612
sample02.functional,0.008422484764417447,0.0,0.008141119593603752,0.008388760201725843,0.008463823906537164,0.00802347312275281,0.008026190090685935,0.007848937278612127,0.007908156858265953,0.007997664108170231
sample03.functional,0.008262606098428018,0.008141119593603752,0.0,0.008175229954751177,0.008334411729924853,0.007938818415489435,0.007866616597735408,0.007693674642027049,0.007748914584695785,0.007838090521892205
sample04.functional,0.008512361331584986,0.008388760201725843,0.008175229954751177,0.0,0.008582968142032946,0.008188042293256372,0.008115647461279914,0.007898818635523688,0.007997935506206911,0.00808730990159975
sample05.functional,0.008616331332222615,0.008463823906537164,0.008334411729924853,0.008582968142032946,0.0,0.00813312837868118,0.008131137046874619,0.007896741720251618,0.007890536841497375,0.008190386883088265
sample06.pathological,0.008223148180077786,0.00802347312275281,0.007938818415489435,0.008188042293256372,0.00813312837868118,0.0,0.006877891653825559,0.007076811530303254,0.006584219417347771,0.006953468538082796
sample07.pathological,0.008063281663840311,0.008026190090685935,0.007866616597735408,0.008115647461279914,0.008131137046874619,0.006877891653825559,0.0,0.006674891141260708,0.006633982071594402,0.006871193945730863
sample08.pathological,0.007947388101349817,0.007848937278612127,0.007693674642027049,0.007898818635523688,0.007896741720251618,0.007076811530303254,0.006674891141260708,0.0,0.006342467415854038,0.0063577562125861145
sample09.pathological,0.008011396336066127,0.007908156858265953,0.007748914584695785,0.007997935506206911,0.007890536841497375,0.006584219417347771,0.006633982071594402,0.006342467415854038,0.0,0.006946022035371403
sample10.pathological,0.008034757302634612,0.007997664108170231,0.007838090521892205,0.00808730990159975,0.008190386883088265,0.006953468538082796,0.006871193945730863,0.0063577562125861145,0.006946022035371403,0.0
