,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,0.0,0.013292729400080121,0.013107008462794473,0.013280972859909076,0.013392812864929967,0.012597679594308499,0.01233335169093266,0.012036983340888985,0.012209756148303632,0.012358570169474925
sample02.functional,0.013292729400080121,0.0,0.012977575180902767,0.01315020840310437,0.013189519256885461,0.012349717767755553,0.012331163095947242,0.01197772871457149,0.012185617414971936,0.012356382696117928
sample03.functional,0.013107008462794473,0.012977575180902767,0.0,0.01278424537122553,0.01307678942423729,0.012282520193090174,0.01214547404705143,0.011792054853546067,0.011999943676309233,0.012170690746787532
sample04.functional,0.013280972859909076,0.01315020840310437,0.01278424537122553,0.0,0.013251172296249874,0.012456490829059317,0.012319439133739087,0.0118782446202369,0.012173900736948642,0.01234465771433109
sample05.functional,0.013392812864929967,0.013189519256885461,0.01307678942423729,0.013251172296249874,0.0,0.01232250653079018,0.012264452396009939,0.01184079050938079,0.011899473788296366,0.012456452782734988
sample06.pathological,0.012597679594308499,0.012349717767755553,0.012282520193090174,0.012456490829059317,0.01232250653079018,0.0,0.010006156797143877,0.01016185236318546,0.009562390576459748,0.01008409971719182
sample07.pathological,0.01233335169093266,0.012331163095947242,0.01214547404705143,0.012319439133739087,0.012264452396009939,0.010006156797143877,0.0,0.009591563077770596,0.00955379610992222,0.009996485326418407
sample08.pathological,0.012036983340888985,0.01197772871457149,0.011792054853546067,0.0118782446202369,0.01184079050938079,0.01016185236318546,0.009591563077770596,0.0,0.009117037158419019,0.009076925226706896
sample09.pathological,0.012209756148303632,0.012185617414971936,0.011999943676309233,0.012173900736948642,0.011899473788296366,0.009562390576459748,0.00955379610992222,0.009117037158419019,0.0,0.009969647962809046
sample10.pathological,0.012358570169474925,0.012356382696117928,0.012170690746787532,0.01234465771433109,0.012456452782734988,0.01008409971719182,0.009996485326418407,0.009076925226706896,0.009969647962809046,0.0
