,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,0.0,0.09177409636938653,0.09089887842227767,0.09226245895045822,0.09282419583396678,0.09068157574765552,0.0897957775390375,0.0891481244970965,0.0895064038829967,0.08963680774455665
sample02.functional,0.09177409636938653,0.0,0.0902281529989601,0.09159017524672525,0.09199904296533287,0.08957384173268895,0.08958900652806646,0.08859422824660829,0.08892781824753125,0.08942966011436156
sample03.functional,0.09089887842227767,0.0902281529989601,0.0,0.0904169782438629,0.09129299934784076,0.08910004722495625,0.08869394904803489,0.08771359439691802,0.08802791934776026,0.08853299114958336
sample04.functional,0.09226245895045822,0.09159017524672525,0.0904169782438629,0.0,0.09264430982004748,0.09048780190310941,0.09008688839825646,0.08887529823029393,0.08943117748418004,0.08992947181875223
sample05.functional,0.09282419583396678,0.09199904296533287,0.09129299934784076,0.09264430982004748,0.0,0.0901838587480109,0.09017281767181626,0.08886361302722064,0.08882869379596536,0.09050075625699636
sample06.pathological,0.09068157574765552,0.08957384173268895,0.08910004722495625,0.09048780190310941,0.0901838587480109,0.0,0.08293305525437707,0.0841237869469941,0.08114320314941832,0.08338746031678142
sample07.pathological,0.0897957775390375,0.08958900652806646,0.08869394904803489,0.09008688839825646,0.09017281767181626,0.08293305525437707,0.0,0.08170000698445935,0.08144926071852587,0.08289266521068593
sample08.pathological,0.0891481244970965,0.08859422824660829,0.08771359439691802,0.08887529823029393,0.08886361302722064,0.0841237869469941,0.08170000698445935,0.0,0.07963960959129596,0.07973553920671832
sample09.pathological,0.0895064038829967,0.08892781824753125,0.08802791934776026,0.08943117748418004,0.08882869379596536,0.08114320314941832,0.08144926071852587,0.07963960959129596,0.0,0.08334279834137683
sample10.pathological,0.08963680774455665,0.08942966011436156,0.08853299114958336,0.08992947181875223,0.09050075625699636,0.08338746031678142,0.08289266521068593,0.07973553920671832,0.08334279834137683,0.0
