,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,0.0,0.012365686400303333,0.012307328368678982,0.012415963845252564,0.012465231265608279,0.011627196308711896,0.011383105123517923,0.011111152652569456,0.011275998670877363,0.011446991587893196
sample02.functional,0.012365686400303333,0.0,0.012254234180990697,0.0123466093956347,0.01235965461395927,0.01146480394998517,0.011446223190309968,0.011121776558007945,0.01131891168196475,0.011510113322241722
sample03.functional,0.012307328368678982,0.012254234180990697,0.0,0.012106920224322137,0.01234169903687099,0.011514992605205054,0.01138757037731497,0.011063007696335059,0.01126020466650568,0.01145146896477034
sample04.functional,0.012415963845252564,0.0123466093956347,0.012106920224322137,0.0,0.012458244650010775,0.011623989149607272,0.011496648988534641,0.011091695350128883,0.011369363674782584,0.011560533891427527
sample05.functional,0.012465231265608279,0.01235965461395927,0.01234169903687099,0.012458244650010775,0.0,0.011447603439584286,0.011392771656612233,0.011003901420570616,0.011064055922672233,0.011609741102551419
sample06.pathological,0.011627196308711896,0.01146480394998517,0.011514992605205054,0.011623989149607272,0.011447603439584286,0.0,0.009193452487803011,0.009336344940644059,0.0087803005160777,0.009293695297386995
sample07.pathological,0.011383105123517923,0.011446223190309968,0.01138757037731497,0.011496648988534641,0.011392771656612233,0.009193452487803011,0.0,0.008802331129011742,0.008773925333169008,0.009214806974722656
sample08.pathological,0.011111152652569456,0.011121776558007945,0.011063007696335059,0.011091695350128883,0.011003901420570616,0.009336344940644059,0.008802331129011742,0.0,0.008373104285103627,0.008370972116382158
sample09.pathological,0.011275998670877363,0.01131891168196475,0.01126020466650568,0.011369363674782584,0.011064055922672233,0.0087803005160777,0.008773925333169008,0.008373104285103627,0.0,0.009184287741386576
sample10.pathological,0.011446991587893196,0.011510113322241722,0.01145146896477034,0.011560533891427527,0.011609741102551419,0.009293695297386995,0.009214806974722656,0.008370972116382158,0.009184287741386576,0.0
