,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,1.0,0.7635450508399256,0.7699539257190261,0.7574838182716851,0.7530675118781381,0.7346417316328491,0.7426852934156027,0.7426736297437645,0.739103766100976,0.7444452262255868
sample02.functional,0.7635450508399256,1.0,0.7770419090755976,0.7646551845810781,0.7616378131630585,0.7455430713564477,0.7455008295728717,0.7485117453504401,0.7456872922357936,0.7471220163916411
sample03.functional,0.7699539257190261,0.7770419090755976,1.0,0.7733962700692814,0.766703225982069,0.7487548773400375,0.7520834731315366,0.7550954377738766,0.7520726267424461,0.7537098601992578
sample04.functional,0.7574838182716851,0.7646551845810781,0.7733962700692814,1.0,0.7541778336465539,0.7357634835116073,0.739149643395503,0.7441664870261915,0.7391348697106819,0.740769159187881
sample05.functional,0.7530675118781381,0.7616378131630585,0.766703225982069,0.7541778336465539,1.0,0.7398381781333421,0.7399983048348338,0.745633325371742,0.7459223995754269,0.7361610869281783
sample06.pathological,0.7346417316328491,0.7455430713564477,0.7487548773400375,0.7357634835116073,0.7398381781333421,1.0,0.7640807404126526,0.7498327463118969,0.7750232827598221,0.762055365520682
sample07.pathological,0.7426852934156027,0.7455008295728717,0.7520834731315366,0.739149643395503,0.7399983048348338,0.7640807404126526,1.0,0.7732921781975367,0.7735676556921149,0.7681806998473594
sample08.pathological,0.7426736297437645,0.7485117453504401,0.7550954377738766,0.7441664870261915,0.745633325371742,0.7498327463118969,0.7732921781975367,1.0,0.7823014548970426,0.7874919278624867
sample09.pathological,0.739103766100976,0.7456872922357936,0.7520726267424461,0.7391348697106819,0.7459223995754269,0.7750232827598221,0.7735676556921149,0.7823014548970426,1.0,0.7574519484562366
sample10.pathological,0.7444452262255868,0.7471220163916411,0.7537098601992578,0.740769159187881,0.7361610869281783,0.762055365520682,0.7681806998473594,0.7874919278624867,0.7574519484562366,1.0
