,sample01.functional,sample02.functional,sample03.functional,sample04.functional,sample05.functional,sample06.pathological,sample07.pathological,sample08.pathological,sample09.pathological,sample10.pathological
sample01.functional,0.0,0.687684446763302,0.6783009277318938,0.6964426490793264,0.7027552747889722,0.728502942158988,0.7173767581743881,0.7173930167714703,0.7223520386889263,0.7149192594613928
sample02.functional,0.687684446763302,0.0,0.6677695574438871,0.6860682406567469,0.6904522964505825,0.7133819855358731,0.713441196493626,0.7092083680408177,0.7131797918676699,0.7111652179463769
sample03.functional,0.6783009277318938,0.6677695574438871,0.0,0.6732068477529305,0.6830765316096448,0.7088654634836746,0.7041541406090905,0.6998636470429415,0.704169543870727,0.7018406368980671
sample04.functional,0.6964426490793264,0.6860682406567469,0.6732068477529305,0.0,0.7011735396511282,0.7269615072180821,0.7222885249046906,0.7153090422660803,0.7223089786086258,0.7200428331871918
sample05.functional,0.7027552747889722,0.6904522964505825,0.6830765316096448,0.7011735396511282,0.0,0.7213346267394322,0.7211126058600921,0.713255458623708,0.7128500549548594,0.7264143625670155
sample06.pathological,0.728502942158988,0.7133819855358731,0.7088654634836746,0.7269615072180821,0.7213346267394322,0.0,0.6869050292250704,0.7073432740729257,0.6707856844628959,0.6898472794457017
sample07.pathological,0.7173767581743881,0.713441196493626,0.7041541406090905,0.7222885249046906,0.7211126058600921,0.6869050292250704,0.0,0.6733614509347313,0.6729522186721507,0.6809101264522956
sample08.pathological,0.7173930167714703,0.7092083680408177,0.6998636470429415,0.7153090422660803,0.713255458623708,0.7073432740729257,0.6733614509347313,0.0,0.6598462625535699,0.6519326224963947
sample09.pathological,0.7223520386889263,0.7131797918676699,0.704169543870727,0.7223089786086258,0.7128500549548594,0.6707856844628959,0.6729522186721507,0.6598462625535699,0.0,0.6964884084373025
sample10.pathological,0.7149192594613928,0.7111652179463769,0.7018406368980671,0.7200428331871918,0.7264143625670155,0.6898472794457017,0.6809101264522956,0.6519326224963947,0.6964884084373025,0.0
